Product ID;Active (0/1);Name;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference;Supplier reference;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product availability date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
;1;Chocolate Fudge Cake;Birthday Cakes;35.99;1;25.00;0;;;;;;;;Cake Shop;;;;;;;1.5;24 hours;3-4 days;50;1;5;1;both;0;cake;35.99;Rich chocolate cake with fudge filling and chocolate ganache frosting. Perfect for chocolate lovers!;Rich chocolate cake with fudge filling and chocolate ganache frosting. Perfect for chocolate lovers!<br><br>Our Chocolate Fudge Cake is made with the finest ingredients, including premium cocoa powder and real chocolate chips. The cake layers are moist and flavorful, filled with rich chocolate fudge, and covered with a smooth chocolate ganache frosting.<br><br>This cake is perfect for birthdays, celebrations, or any occasion that calls for a chocolate indulgence.;chocolate,cake,birthday,fudge;Chocolate Fudge Cake - Sweet Delights;chocolate cake,birthday cake,fudge cake;Indulge in our rich Chocolate Fudge Cake with premium cocoa and real chocolate chips. Perfect for birthdays and special occasions.;chocolate-fudge-cake;In stock;Available with a longer delivery time;1;;2023-04-21;1;https://via.placeholder.com/800x800/F8BBD0/795548?text=Chocolate+Cake;0;Ingredients:Flour, sugar, cocoa powder, eggs, butter, vanilla extract, baking powder, salt, chocolate chips, heavy cream:1;0;new;0;0;0;deny;0;;;;1;0;0;0
;1;Vanilla Buttercream Cake;Birthday Cakes;32.99;1;22.00;0;;;;;;;;Cake Shop;;;;;;;1.5;24 hours;3-4 days;50;1;5;1;both;0;cake;32.99;Light and fluffy vanilla cake with smooth buttercream frosting. A classic favorite for any celebration!;Light and fluffy vanilla cake with smooth buttercream frosting. A classic favorite for any celebration!<br><br>Our Vanilla Buttercream Cake features delicate vanilla-infused cake layers that are light and airy. Each layer is filled and frosted with our signature buttercream that's whipped to perfection.<br><br>This timeless classic is perfect for birthdays, anniversaries, or any occasion that calls for a crowd-pleasing dessert.;vanilla,cake,birthday,buttercream;Vanilla Buttercream Cake - Sweet Delights;vanilla cake,birthday cake,buttercream cake;Enjoy our light and fluffy Vanilla Buttercream Cake with smooth frosting. A classic favorite for birthdays and celebrations.;vanilla-buttercream-cake;In stock;Available with a longer delivery time;1;;2023-04-21;1;https://via.placeholder.com/800x800/FFF8E1/795548?text=Vanilla+Cake;0;Ingredients:Flour, sugar, butter, eggs, vanilla extract, baking powder, salt, milk, powdered sugar:1;0;new;0;0;0;deny;0;;;;1;0;0;0
;1;Red Velvet Cake;Birthday Cakes;38.99;1;26.00;0;;;;;;;;Cake Shop;;;;;;;1.5;24 hours;3-4 days;50;1;5;1;both;0;cake;38.99;Velvety red cake with a hint of cocoa, topped with cream cheese frosting. Elegant and delicious!;Velvety red cake with a hint of cocoa, topped with cream cheese frosting. Elegant and delicious!<br><br>Our Red Velvet Cake is a stunning dessert with its vibrant red color and subtle cocoa flavor. The cake layers are moist and tender, complemented perfectly by our smooth cream cheese frosting.<br><br>This elegant cake is perfect for birthdays, Valentine's Day, or any occasion that calls for something special.;red velvet,cake,birthday,cream cheese;Red Velvet Cake - Sweet Delights;red velvet cake,birthday cake,cream cheese frosting;Savor our velvety red cake with a hint of cocoa, topped with cream cheese frosting. Elegant and delicious for any special occasion.;red-velvet-cake;In stock;Available with a longer delivery time;1;;2023-04-21;1;https://via.placeholder.com/800x800/FFCDD2/795548?text=Red+Velvet;0;Ingredients:Flour, sugar, cocoa powder, red food coloring, eggs, butter, vanilla extract, buttermilk, baking soda, vinegar, cream cheese:1;0;new;0;0;0;deny;0;;;;1;0;0;0
;1;Rainbow Layer Cake;Birthday Cakes;42.99;1;30.00;0;;;;;;;;Cake Shop;;;;;;;2.0;24 hours;3-4 days;40;1;5;1;both;0;cake;42.99;Colorful six-layer cake with vanilla buttercream frosting. Perfect for birthdays and celebrations!;Colorful six-layer cake with vanilla buttercream frosting. Perfect for birthdays and celebrations!<br><br>Our Rainbow Layer Cake is a feast for the eyes and the taste buds! Six vibrant cake layers in all the colors of the rainbow are stacked and frosted with our smooth vanilla buttercream.<br><br>This show-stopping cake is perfect for children's birthdays, pride celebrations, or any occasion that calls for a colorful surprise.;rainbow,cake,birthday,colorful;Rainbow Layer Cake - Sweet Delights;rainbow cake,birthday cake,colorful cake;Delight in our colorful six-layer Rainbow Cake with vanilla buttercream frosting. A show-stopping dessert for birthdays and celebrations.;rainbow-layer-cake;In stock;Available with a longer delivery time;1;;2023-04-21;1;https://via.placeholder.com/800x800/E1F5FE/795548?text=Rainbow+Cake;0;Ingredients:Flour, sugar, butter, eggs, vanilla extract, baking powder, salt, milk, food coloring, powdered sugar:1;0;new;0;0;0;deny;0;;;;1;0;0;0
;1;Classic Tiered Wedding Cake;Wedding Cakes;249.99;1;180.00;0;;;;;;;;Cake Shop;;;;;;;5.0;48 hours;5-7 days;10;1;2;1;both;0;cake;249.99;Elegant three-tier wedding cake with smooth fondant finish and delicate sugar flowers.;Elegant three-tier wedding cake with smooth fondant finish and delicate sugar flowers.<br><br>Our Classic Tiered Wedding Cake is the epitome of elegance and tradition. Three tiers of moist cake (flavor of your choice) are covered in smooth white fondant and decorated with handcrafted sugar flowers.<br><br>This timeless cake is perfect for traditional weddings and can be customized to match your wedding colors and theme.;wedding,cake,tiered,fondant;Classic Tiered Wedding Cake - Sweet Delights;wedding cake,tiered cake,fondant cake;Order our elegant three-tier wedding cake with smooth fondant finish and delicate sugar flowers. Perfect for traditional weddings.;classic-tiered-wedding-cake;Made to order;Available with a longer delivery time;1;;2023-04-21;1;https://via.placeholder.com/800x800/FFFFFF/795548?text=Wedding+Cake;0;Ingredients:Flour, sugar, butter, eggs, vanilla extract, baking powder, salt, fondant, gum paste:1;0;new;0;0;0;deny;0;;;;1;0;0;0
;1;Rustic Naked Cake;Wedding Cakes;189.99;1;130.00;0;;;;;;;;Cake Shop;;;;;;;4.0;48 hours;5-7 days;10;1;2;1;both;0;cake;189.99;Unfrosted tiered cake with visible layers, decorated with fresh berries and flowers. Perfect for rustic weddings!;Unfrosted tiered cake with visible layers, decorated with fresh berries and flowers. Perfect for rustic weddings!<br><br>Our Rustic Naked Cake embraces the natural beauty of the cake layers with minimal frosting on the outside. The tiers are filled with buttercream and decorated with fresh seasonal berries and flowers.<br><br>This trendy cake is perfect for rustic, bohemian, or garden weddings and offers a less sweet alternative to traditional wedding cakes.;wedding,cake,rustic,naked;Rustic Naked Wedding Cake - Sweet Delights;rustic wedding cake,naked cake,berry cake;Choose our unfrosted tiered cake with visible layers, decorated with fresh berries and flowers. Perfect for rustic and bohemian weddings.;rustic-naked-cake;Made to order;Available with a longer delivery time;1;;2023-04-21;1;https://via.placeholder.com/800x800/FFF8E1/795548?text=Naked+Cake;0;Ingredients:Flour, sugar, butter, eggs, vanilla extract, baking powder, salt, fresh berries:1;0;new;0;0;0;deny;0;;;;1;0;0;0
;1;Chocolate Cupcakes;Cupcakes;28.99;1;18.00;0;;;;;;;;Cake Shop;;;;;;;1.0;24 hours;3-4 days;60;1;10;1;both;0;box;28.99;Rich chocolate cupcakes with chocolate buttercream frosting. Box of 12.;Rich chocolate cupcakes with chocolate buttercream frosting. Box of 12.<br><br>Our Chocolate Cupcakes are made with premium cocoa and topped with a swirl of chocolate buttercream frosting. Each cupcake is moist, flavorful, and the perfect individual dessert.<br><br>These cupcakes are perfect for parties, office events, or any occasion that calls for a chocolate treat.;chocolate,cupcakes,dessert;Chocolate Cupcakes (Box of 12) - Sweet Delights;chocolate cupcakes,dessert,party food;Indulge in our rich chocolate cupcakes with chocolate buttercream frosting. Perfect for parties and events. Box of 12.;chocolate-cupcakes;In stock;Available with a longer delivery time;1;;2023-04-21;1;https://via.placeholder.com/800x800/795548/FFFFFF?text=Chocolate+Cupcakes;0;Ingredients:Flour, sugar, cocoa powder, eggs, butter, vanilla extract, baking powder, salt:1;0;new;0;0;0;deny;0;;;;1;0;0;0
;1;Vanilla Cupcakes;Cupcakes;26.99;1;16.00;0;;;;;;;;Cake Shop;;;;;;;1.0;24 hours;3-4 days;60;1;10;1;both;0;box;26.99;Light vanilla cupcakes with vanilla buttercream frosting. Box of 12.;Light vanilla cupcakes with vanilla buttercream frosting. Box of 12.<br><br>Our Vanilla Cupcakes are light, fluffy, and infused with real vanilla. Each cupcake is topped with a swirl of our signature vanilla buttercream frosting.<br><br>These classic cupcakes are perfect for parties, weddings, or any occasion that calls for a crowd-pleasing dessert.;vanilla,cupcakes,dessert;Vanilla Cupcakes (Box of 12) - Sweet Delights;vanilla cupcakes,dessert,party food;Enjoy our light vanilla cupcakes with vanilla buttercream frosting. A classic favorite for any occasion. Box of 12.;vanilla-cupcakes;In stock;Available with a longer delivery time;1;;2023-04-21;1;https://via.placeholder.com/800x800/FFF8E1/795548?text=Vanilla+Cupcakes;0;Ingredients:Flour, sugar, butter, eggs, vanilla extract, baking powder, salt, milk:1;0;new;0;0;0;deny;0;;;;1;0;0;0
;1;Croissants;Pastries;18.99;1;12.00;0;;;;;;;;Cake Shop;;;;;;;0.8;24 hours;3-4 days;80;1;15;1;both;0;box;18.99;Buttery, flaky croissants made with premium French butter. Box of 6.;Buttery, flaky croissants made with premium French butter. Box of 6.<br><br>Our Croissants are made using traditional French techniques, with layers of premium butter folded into the dough to create a flaky, buttery pastry.<br><br>These croissants are perfect for breakfast, brunch, or an afternoon snack with coffee or tea.;croissants,pastry,breakfast;Croissants (Box of 6) - Sweet Delights;croissants,french pastry,breakfast;Savor our buttery, flaky croissants made with premium French butter. Perfect for breakfast or brunch. Box of 6.;croissants;In stock;Available with a longer delivery time;1;;2023-04-21;1;https://via.placeholder.com/800x800/FFF8E1/795548?text=Croissants;0;Ingredients:Flour, butter, sugar, salt, yeast, milk:1;0;new;0;0;0;deny;0;;;;1;0;0;0
;1;Macarons;Pastries;29.99;1;20.00;0;;;;;;;;Cake Shop;;;;;;;0.5;24 hours;3-4 days;60;1;10;1;both;0;box;29.99;Delicate French almond meringue cookies with various fillings. Box of 12.;Delicate French almond meringue cookies with various fillings. Box of 12.<br><br>Our Macarons are delicate almond meringue cookies sandwiched around various flavored fillings. Each macaron has a crisp exterior and a chewy interior, creating the perfect texture contrast.<br><br>This box includes an assortment of flavors: Vanilla, Chocolate, Raspberry, Pistachio, Lemon, and Salted Caramel.;macarons,pastry,french;Macarons (Box of 12) - Sweet Delights;macarons,french pastry,gourmet dessert;Delight in our delicate French almond meringue cookies with various fillings. An elegant treat for any occasion. Box of 12.;macarons;In stock;Available with a longer delivery time;1;;2023-04-21;1;https://via.placeholder.com/800x800/F8BBD0/795548?text=Macarons;0;Ingredients:Almond flour, egg whites, sugar, food coloring, various fillings:1;0;new;0;0;0;deny;0;;;;1;0;0;0
